"Año";"Periodo";"Último España"
"2009";"Día 21 de agosto";"3,82"
"2009";"Día 24 de agosto";"3,81"
"2009";"Día 25 de agosto";"3,76"
"2009";"Día 26 de agosto";"3,74"
"2009";"Día 27 de agosto";"3,73"
"2009";"Día 28 de agosto";"3,77"
"2009";"Día 31 de agosto";"3,79"
"2009";"Día 1 de septiembre";"3,85"
"2009";"Día 2 de septiembre";"3,84"
"2009";"Día 3 de septiembre";"3,9"
"2009";"Día 4 de septiembre";"3,87"
"2009";"Día 7 de septiembre";"3,9"
"2009";"Día 8 de septiembre";"3,93"
"2009";"Día 9 de septiembre";"3,96"
"2009";"Día 10 de septiembre";"3,88"
"2009";"Día 11 de septiembre";"3,78"
"2009";"Día 14 de septiembre";"3,84"
"2009";"Día 15 de septiembre";"3,87"
"2009";"Día 16 de septiembre";"3,88"
"2009";"Día 17 de septiembre";"3,91"
"2009";"Día 18 de septiembre";"3,9"
"2009";"Día 21 de septiembre";"3,91"
"2009";"Día 22 de septiembre";"3,91"
"2009";"Día 23 de septiembre";"3,87"
"2009";"Día 24 de septiembre";"3,79"
"2009";"Día 25 de septiembre";"3,78"
"2009";"Día 28 de septiembre";"3,77"
"2009";"Día 29 de septiembre";"3,79"
"2009";"Día 30 de septiembre";"3,8"
"2009";"Día 1 de octubre";"3,83"
"2009";"Día 2 de octubre";"3,77"
"2009";"Día 5 de octubre";"3,75"
"2009";"Día 6 de octubre";"3,8"
"2009";"Día 7 de octubre";"3,75"
"2009";"Día 8 de octubre";"3,73"
"2009";"Día 9 de octubre";"3,82"
"2009";"Día 12 de octubre";"3,78"
"2009";"Día 13 de octubre";"3,8"
"2009";"Día 14 de octubre";"3,83"
"2009";"Día 15 de octubre";"3,88"
"2009";"Día 16 de octubre";"3,86"
"2009";"Día 19 de octubre";"3,87"
"2009";"Día 20 de octubre";"3,82"
"2009";"Día 21 de octubre";"3,86"
"2009";"Día 22 de octubre";"3,85"
"2009";"Día 23 de octubre";"3,88"
"2009";"Día 26 de octubre";"3,86"
"2009";"Día 27 de octubre";"3,79"
"2009";"Día 28 de octubre";"3,8"
"2009";"Día 29 de octubre";"3,87"
"2009";"Día 30 de octubre";"3,82"
"2009";"Día 2 de noviembre";"3,78"
"2009";"Día 3 de noviembre";"3,81"
"2009";"Día 4 de noviembre";"3,85"
"2009";"Día 5 de noviembre";"3,88"
"2009";"Día 6 de noviembre";"3,89"
"2009";"Día 9 de noviembre";"3,84"
"2009";"Día 10 de noviembre";"3,81"
"2009";"Día 11 de noviembre";"3,83"
"2009";"Día 12 de noviembre";"3,83"
"2009";"Día 13 de noviembre";"3,88"
"2009";"Día 16 de noviembre";"3,87"
"2009";"Día 17 de noviembre";"3,79"
"2009";"Día 18 de noviembre";"3,83"
"2009";"Día 19 de noviembre";"3,83"
"2009";"Día 20 de noviembre";"3,84"
"2009";"Día 23 de noviembre";"3,84"
"2009";"Día 24 de noviembre";"3,82"
"2009";"Día 25 de noviembre";"3,82"
"2009";"Día 26 de noviembre";"3,75"
"2009";"Día 27 de noviembre";"3,79"
"2009";"Día 30 de noviembre";"3,75"
"2009";"Día 1 de diciembre";"3,72"
"2009";"Día 2 de diciembre";"3,75"
"2009";"Día 3 de diciembre";"3,74"
"2009";"Día 4 de diciembre";"3,77"
"2009";"Día 7 de diciembre";"3,74"
"2009";"Día 8 de diciembre";"3,74"
"2009";"Día 9 de diciembre";"3,83"
"2009";"Día 10 de diciembre";"3,86"
"2009";"Día 11 de diciembre";"3,84"
"2009";"Día 14 de diciembre";"3,82"
"2009";"Día 15 de diciembre";"3,84"
"2009";"Día 16 de diciembre";"3,82"
"2009";"Día 17 de diciembre";"3,8"
"2009";"Día 18 de diciembre";"3,85"
"2009";"Día 21 de diciembre";"3,93"
"2009";"Día 22 de diciembre";"3,94"
"2009";"Día 23 de diciembre";"3,93"
"2009";"Día 28 de diciembre";"3,96"
"2009";"Día 29 de diciembre";"3,96"
"2009";"Día 30 de diciembre";"3,98"
"2010";"Día 4 de enero";"3,97"
"2010";"Día 5 de enero";"3,97"
"2010";"Día 6 de enero";"4"
"2010";"Día 7 de enero";"3,99"
"2010";"Día 8 de enero";"3,98"
"2010";"Día 11 de enero";"3,96"
"2010";"Día 12 de enero";"3,95"
"2010";"Día 13 de enero";"3,96"
"2010";"Día 14 de enero";"3,99"
"2010";"Día 15 de enero";"3,98"
"2010";"Día 18 de enero";"3,99"
"2010";"Día 19 de enero";"4,02"
"2010";"Día 20 de enero";"4,02"
"2010";"Día 21 de enero";"4,16"
"2010";"Día 22 de enero";"4,15"
"2010";"Día 25 de enero";"4,07"
"2010";"Día 26 de enero";"4,04"
"2010";"Día 27 de enero";"4,13"
"2010";"Día 28 de enero";"4,19"
"2010";"Día 29 de enero";"4,14"
"2010";"Día 1 de febrero";"4,04"
"2010";"Día 2 de febrero";"4,05"
"2010";"Día 3 de febrero";"4,13"
"2010";"Día 4 de febrero";"4,15"
"2010";"Día 5 de febrero";"4,13"
"2010";"Día 8 de febrero";"4,16"
"2010";"Día 9 de febrero";"4,07"
"2010";"Día 10 de febrero";"4"
"2010";"Día 11 de febrero";"4,01"
"2010";"Día 12 de febrero";"4,01"
"2010";"Día 15 de febrero";"4,03"
"2010";"Día 16 de febrero";"4,03"
"2010";"Día 17 de febrero";"4,01"
"2010";"Día 18 de febrero";"4,02"
"2010";"Día 19 de febrero";"4,04"
"2010";"Día 22 de febrero";"4,01"
"2010";"Día 23 de febrero";"3,93"
"2010";"Día 24 de febrero";"3,91"
"2010";"Día 25 de febrero";"3,91"
"2010";"Día 26 de febrero";"3,88"
"2010";"Día 1 de marzo";"3,82"
"2010";"Día 2 de marzo";"3,86"
"2010";"Día 3 de marzo";"3,87"
"2010";"Día 4 de marzo";"3,9"
"2010";"Día 5 de marzo";"3,86"
"2010";"Día 8 de marzo";"3,86"
"2010";"Día 9 de marzo";"3,84"
"2010";"Día 10 de marzo";"3,84"
"2010";"Día 11 de marzo";"3,88"
"2010";"Día 12 de marzo";"3,87"
"2010";"Día 15 de marzo";"3,87"
"2010";"Día 16 de marzo";"3,86"
"2010";"Día 17 de marzo";"3,85"
"2010";"Día 18 de marzo";"3,89"
"2010";"Día 19 de marzo";"3,91"
"2010";"Día 22 de marzo";"3,85"
"2010";"Día 23 de marzo";"3,82"
"2010";"Día 24 de marzo";"3,83"
"2010";"Día 25 de marzo";"3,85"
"2010";"Día 26 de marzo";"3,88"
"2010";"Día 29 de marzo";"3,83"
"2010";"Día 30 de marzo";"3,83"
"2010";"Día 31 de marzo";"3,82"
"2010";"Día 1 de abril";"3,81"
"2010";"Día 6 de abril";"3,88"
"2010";"Día 7 de abril";"3,89"
"2010";"Día 8 de abril";"3,86"
"2010";"Día 9 de abril";"3,87"
"2010";"Día 12 de abril";"3,85"
"2010";"Día 13 de abril";"3,86"
"2010";"Día 14 de abril";"3,86"
"2010";"Día 15 de abril";"3,85"
"2010";"Día 16 de abril";"3,83"
"2010";"Día 19 de abril";"3,85"
"2010";"Día 20 de abril";"3,86"
"2010";"Día 21 de abril";"3,87"
"2010";"Día 22 de abril";"3,97"
"2010";"Día 23 de abril";"3,99"
"2010";"Día 26 de abril";"4,06"
"2010";"Día 27 de abril";"4,09"
"2010";"Día 28 de abril";"4,14"
"2010";"Día 29 de abril";"4,09"
"2010";"Día 30 de abril";"4,04"
"2010";"Día 3 de mayo";"4,05"
"2010";"Día 4 de mayo";"4,11"
"2010";"Día 5 de mayo";"4,2"
"2010";"Día 6 de mayo";"4,43"
"2010";"Día 7 de mayo";"4,39"
"2010";"Día 10 de mayo";"4"
"2010";"Día 11 de mayo";"3,97"
"2010";"Día 12 de mayo";"3,97"
"2010";"Día 13 de mayo";"3,98"
"2010";"Día 14 de mayo";"3,98"
"2010";"Día 17 de mayo";"4,01"
"2010";"Día 18 de mayo";"4,01"
"2010";"Día 19 de mayo";"4,04"
"2010";"Día 20 de mayo";"4,09"
"2010";"Día 21 de mayo";"4,07"
"2010";"Día 24 de mayo";"4,1"
"2010";"Día 25 de mayo";"4,15"
"2010";"Día 26 de mayo";"4,23"
"2010";"Día 27 de mayo";"4,25"
"2010";"Día 28 de mayo";"4,24"
"2010";"Día 31 de mayo";"4,3"
"2010";"Día 1 de junio";"4,36"
"2010";"Día 2 de junio";"4,45"
"2010";"Día 3 de junio";"4,57"
"2010";"Día 4 de junio";"4,57"
"2010";"Día 7 de junio";"4,64"
"2010";"Día 8 de junio";"4,64"
"2010";"Día 9 de junio";"4,62"
"2010";"Día 10 de junio";"4,51"
"2010";"Día 11 de junio";"4,49"
"2010";"Día 14 de junio";"4,72"
"2010";"Día 15 de junio";"4,78"
"2010";"Día 16 de junio";"4,91"
"2010";"Día 17 de junio";"4,82"
"2010";"Día 18 de junio";"4,65"
"2010";"Día 21 de junio";"4,51"
"2010";"Día 22 de junio";"4,55"
"2010";"Día 23 de junio";"4,58"
"2010";"Día 24 de junio";"4,48"
"2010";"Día 25 de junio";"4,48"
"2010";"Día 28 de junio";"4,56"
"2010";"Día 29 de junio";"4,61"
"2010";"Día 30 de junio";"4,57"
"2010";"Día 1 de julio";"4,6"
"2010";"Día 2 de julio";"4,56"
"2010";"Día 5 de julio";"4,63"
"2010";"Día 6 de julio";"4,69"
"2010";"Día 7 de julio";"4,68"
"2010";"Día 8 de julio";"4,67"
"2010";"Día 9 de julio";"4,6"
"2010";"Día 12 de julio";"4,58"
"2010";"Día 13 de julio";"4,55"
"2010";"Día 14 de julio";"4,64"
"2010";"Día 15 de julio";"4,64"
"2010";"Día 16 de julio";"4,54"
"2010";"Día 19 de julio";"4,48"
"2010";"Día 20 de julio";"4,36"
"2010";"Día 21 de julio";"4,33"
"2010";"Día 22 de julio";"4,36"
"2010";"Día 23 de julio";"4,36"
"2010";"Día 26 de julio";"4,26"
"2010";"Día 27 de julio";"4,17"
"2010";"Día 28 de julio";"4,25"
"2010";"Día 29 de julio";"4,26"
"2010";"Día 30 de julio";"4,23"
"2010";"Día 2 de agosto";"4,18"
"2010";"Día 3 de agosto";"4,14"
"2010";"Día 4 de agosto";"4,17"
"2010";"Día 5 de agosto";"4,14"
"2010";"Día 6 de agosto";"4,06"
"2010";"Día 9 de agosto";"4,04"
"2010";"Día 10 de agosto";"4,18"
"2010";"Día 11 de agosto";"4,12"
"2010";"Día 12 de agosto";"4,19"
"2010";"Día 13 de agosto";"4,26"
"2010";"Día 16 de agosto";"4,21"
"2010";"Día 17 de agosto";"4,11"
"2010";"Día 18 de agosto";"4,04"
"2010";"Día 19 de agosto";"4,06"
"2010";"Día 20 de agosto";"4,09"
"2010";"Día 23 de agosto";"4,07"
"2010";"Día 24 de agosto";"4,04"
"2010";"Día 25 de agosto";"4"
"2010";"Día 26 de agosto";"4,01"
"2010";"Día 27 de agosto";"4,05"
"2010";"Día 30 de agosto";"4,09"
"2010";"Día 31 de agosto";"4,06"
"2010";"Día 1 de septiembre";"4,07"
"2010";"Día 2 de septiembre";"4,03"
"2010";"Día 3 de septiembre";"4,01"
"2010";"Día 6 de septiembre";"4,08"
"2010";"Día 7 de septiembre";"4,06"
"2010";"Día 8 de septiembre";"4,05"
"2010";"Día 9 de septiembre";"4,06"
"2010";"Día 10 de septiembre";"4,13"
"2010";"Día 13 de septiembre";"4,16"
"2010";"Día 14 de septiembre";"4,15"
"2010";"Día 15 de septiembre";"4,17"
"2010";"Día 16 de septiembre";"4,21"
"2010";"Día 17 de septiembre";"4,21"
"2010";"Día 20 de septiembre";"4,24"
"2010";"Día 21 de septiembre";"4,2"
"2010";"Día 22 de septiembre";"4,14"
"2010";"Día 23 de septiembre";"4,13"
"2010";"Día 24 de septiembre";"4,15"
"2010";"Día 27 de septiembre";"4,15"
"2010";"Día 28 de septiembre";"4,18"
"2010";"Día 29 de septiembre";"4,2"
"2010";"Día 30 de septiembre";"4,14"
"2010";"Día 1 de octubre";"4,1"
"2010";"Día 4 de octubre";"4,06"
"2010";"Día 5 de octubre";"4,07"
"2010";"Día 6 de octubre";"4,01"
"2010";"Día 7 de octubre";"4,04"
"2010";"Día 8 de octubre";"4"
"2010";"Día 11 de octubre";"3,98"
"2010";"Día 12 de octubre";"4"
"2010";"Día 13 de octubre";"4,04"
"2010";"Día 14 de octubre";"3,99"
"2010";"Día 15 de octubre";"3,99"
"2010";"Día 18 de octubre";"4,01"
"2010";"Día 19 de octubre";"4,05"
"2010";"Día 20 de octubre";"4,07"
"2010";"Día 21 de octubre";"4,15"
"2010";"Día 22 de octubre";"4,14"
"2010";"Día 25 de octubre";"4,07"
"2010";"Día 26 de octubre";"4,08"
"2010";"Día 27 de octubre";"4,18"
"2010";"Día 28 de octubre";"4,2"
"2010";"Día 29 de octubre";"4,22"
"2010";"Día 1 de noviembre";"4,25"
"2010";"Día 2 de noviembre";"4,29"
"2010";"Día 3 de noviembre";"4,29"
"2010";"Día 4 de noviembre";"4,34"
"2010";"Día 5 de noviembre";"4,37"
"2010";"Día 8 de noviembre";"4,41"
"2010";"Día 9 de noviembre";"4,4"
"2010";"Día 10 de noviembre";"4,5"
"2010";"Día 11 de noviembre";"4,65"
"2010";"Día 12 de noviembre";"4,54"
"2010";"Día 15 de noviembre";"4,52"
"2010";"Día 16 de noviembre";"4,6"
"2010";"Día 17 de noviembre";"4,64"
"2010";"Día 18 de noviembre";"4,73"
"2010";"Día 19 de noviembre";"4,73"
"2010";"Día 22 de noviembre";"4,75"
"2010";"Día 23 de noviembre";"4,91"
"2010";"Día 24 de noviembre";"5,1"
"2010";"Día 25 de noviembre";"5,22"
"2010";"Día 26 de noviembre";"5,2"
"2010";"Día 29 de noviembre";"5,47"
"2010";"Día 30 de noviembre";"5,58"
"2010";"Día 1 de diciembre";"5,32"
"2010";"Día 2 de diciembre";"5,15"
"2010";"Día 3 de diciembre";"5,13"
"2010";"Día 6 de diciembre";"5,2"
"2010";"Día 7 de diciembre";"5,23"
"2010";"Día 8 de diciembre";"5,27"
"2010";"Día 9 de diciembre";"5,33"
"2010";"Día 10 de diciembre";"5,44"
"2010";"Día 13 de diciembre";"5,5"
"2010";"Día 14 de diciembre";"5,55"
"2010";"Día 15 de diciembre";"5,43"
"2010";"Día 16 de diciembre";"5,54"
"2010";"Día 17 de diciembre";"5,56"
"2010";"Día 20 de diciembre";"5,52"
"2010";"Día 21 de diciembre";"5,55"
"2010";"Día 22 de diciembre";"5,51"
"2010";"Día 23 de diciembre";"5,51"
"2010";"Día 27 de diciembre";"5,51"
"2010";"Día 28 de diciembre";"5,51"
"2010";"Día 29 de diciembre";"5,5"
"2010";"Día 30 de diciembre";"5,48"
"2011";"Día 3 de enero";"5,44"
"2011";"Día 4 de enero";"5,35"
"2011";"Día 5 de enero";"5,33"
"2011";"Día 6 de enero";"5,49"
"2011";"Día 7 de enero";"5,54"
"2011";"Día 10 de enero";"5,56"
"2011";"Día 11 de enero";"5,52"
"2011";"Día 12 de enero";"5,48"
"2011";"Día 13 de enero";"5,37"
"2011";"Día 14 de enero";"5,34"
"2011";"Día 17 de enero";"5,44"
"2011";"Día 18 de enero";"5,49"
"2011";"Día 19 de enero";"5,37"
"2011";"Día 20 de enero";"5,33"
"2011";"Día 21 de enero";"5,2"
"2011";"Día 24 de enero";"5,13"
"2011";"Día 25 de enero";"5,19"
"2011";"Día 26 de enero";"5,42"
"2011";"Día 27 de enero";"5,49"
"2011";"Día 28 de enero";"5,47"
"2011";"Día 31 de enero";"5,38"
"2011";"Día 1 de febrero";"5,22"
"2011";"Día 2 de febrero";"5,08"
"2011";"Día 3 de febrero";"5,16"
"2011";"Día 4 de febrero";"5,15"
"2011";"Día 7 de febrero";"5,25"
"2011";"Día 8 de febrero";"5,3"
"2011";"Día 9 de febrero";"5,31"
"2011";"Día 10 de febrero";"5,33"
"2011";"Día 11 de febrero";"5,36"
"2011";"Día 14 de febrero";"5,45"
"2011";"Día 15 de febrero";"5,42"
"2011";"Día 16 de febrero";"5,35"
"2011";"Día 17 de febrero";"5,36"
"2011";"Día 18 de febrero";"5,38"
"2011";"Día 21 de febrero";"5,35"
"2011";"Día 22 de febrero";"5,36"
"2011";"Día 23 de febrero";"5,36"
"2011";"Día 24 de febrero";"5,37"
"2011";"Día 25 de febrero";"5,4"
"2011";"Día 28 de febrero";"5,39"
"2011";"Día 1 de marzo";"5,36"
"2011";"Día 2 de marzo";"5,33"
"2011";"Día 3 de marzo";"5,39"
"2011";"Día 4 de marzo";"5,39"
"2011";"Día 7 de marzo";"5,39"
"2011";"Día 8 de marzo";"5,48"
"2011";"Día 9 de marzo";"5,5"
"2011";"Día 10 de marzo";"5,52"
"2011";"Día 11 de marzo";"5,43"
"2011";"Día 14 de marzo";"5,28"
"2011";"Día 15 de marzo";"5,21"
"2011";"Día 16 de marzo";"5,18"
"2011";"Día 17 de marzo";"5,23"
"2011";"Día 18 de marzo";"5,17"
"2011";"Día 21 de marzo";"5,15"
"2011";"Día 22 de marzo";"5,19"
"2011";"Día 23 de marzo";"5,18"
"2011";"Día 24 de marzo";"5,17"
"2011";"Día 25 de marzo";"5,16"
"2011";"Día 28 de marzo";"5,18"
"2011";"Día 29 de marzo";"5,21"
"2011";"Día 30 de marzo";"5,2"
"2011";"Día 31 de marzo";"5,3"
"2011";"Día 1 de abril";"5,32"
"2011";"Día 4 de abril";"5,28"
"2011";"Día 5 de abril";"5,3"
"2011";"Día 6 de abril";"5,23"
"2011";"Día 7 de abril";"5,24"
"2011";"Día 8 de abril";"5,26"
"2011";"Día 11 de abril";"5,24"
"2011";"Día 12 de abril";"5,18"
"2011";"Día 13 de abril";"5,24"
"2011";"Día 14 de abril";"5,33"
"2011";"Día 15 de abril";"5,42"
"2011";"Día 18 de abril";"5,54"
"2011";"Día 19 de abril";"5,51"
"2011";"Día 20 de abril";"5,49"
"2011";"Día 21 de abril";"5,49"
"2011";"Día 26 de abril";"5,5"
"2011";"Día 27 de abril";"5,5"
"2011";"Día 28 de abril";"5,39"
"2011";"Día 29 de abril";"5,29"
"2011";"Día 2 de mayo";"5,29"
"2011";"Día 3 de mayo";"5,26"
"2011";"Día 4 de mayo";"5,25"
"2011";"Día 5 de mayo";"5,25"
"2011";"Día 6 de mayo";"5,25"
"2011";"Día 9 de mayo";"5,33"
"2011";"Día 10 de mayo";"5,28"
"2011";"Día 11 de mayo";"5,27"
"2011";"Día 12 de mayo";"5,22"
"2011";"Día 13 de mayo";"5,27"
"2011";"Día 16 de mayo";"5,26"
"2011";"Día 17 de mayo";"5,29"
"2011";"Día 18 de mayo";"5,36"
"2011";"Día 19 de mayo";"5,4"
"2011";"Día 20 de mayo";"5,5"
"2011";"Día 23 de mayo";"5,52"
"2011";"Día 24 de mayo";"5,49"
"2011";"Día 25 de mayo";"5,36"
"2011";"Día 26 de mayo";"5,29"
"2011";"Día 27 de mayo";"5,33"
"2011";"Día 30 de mayo";"5,4"
"2011";"Día 31 de mayo";"5,37"
"2011";"Día 1 de junio";"5,33"
"2011";"Día 2 de junio";"5,29"
"2011";"Día 3 de junio";"5,23"
"2011";"Día 6 de junio";"5,27"
"2011";"Día 7 de junio";"5,34"
"2011";"Día 8 de junio";"5,39"
"2011";"Día 9 de junio";"5,45"
"2011";"Día 10 de junio";"5,49"
"2011";"Día 13 de junio";"5,49"
"2011";"Día 14 de junio";"5,48"
"2011";"Día 15 de junio";"5,57"
"2011";"Día 16 de junio";"5,66"
"2011";"Día 17 de junio";"5,6"
"2011";"Día 20 de junio";"5,59"
"2011";"Día 21 de junio";"5,5"
"2011";"Día 22 de junio";"5,54"
"2011";"Día 23 de junio";"5,64"
"2011";"Día 24 de junio";"5,69"
"2011";"Día 27 de junio";"5,71"
"2011";"Día 28 de junio";"5,64"
"2011";"Día 29 de junio";"5,58"
"2011";"Día 30 de junio";"5,46"
"2011";"Día 1 de julio";"5,39"
"2011";"Día 4 de julio";"5,41"
"2011";"Día 5 de julio";"5,49"
"2011";"Día 6 de julio";"5,62"
"2011";"Día 7 de julio";"5,62"
"2011";"Día 8 de julio";"5,68"
"2011";"Día 11 de julio";"6,04"
"2011";"Día 12 de julio";"5,87"
"2011";"Día 13 de julio";"5,85"
"2011";"Día 14 de julio";"5,9"
"2011";"Día 15 de julio";"6,05"
"2011";"Día 18 de julio";"6,36"
"2011";"Día 19 de julio";"6,13"
"2011";"Día 20 de julio";"6,01"
"2011";"Día 21 de julio";"5,77"
"2011";"Día 22 de julio";"5,77"
"2011";"Día 25 de julio";"6,04"
"2011";"Día 26 de julio";"5,98"
"2011";"Día 27 de julio";"5,99"
"2011";"Día 28 de julio";"6,04"
"2011";"Día 29 de julio";"6,14"
"2011";"Día 1 de agosto";"6,18"
"2011";"Día 2 de agosto";"6,29"
"2011";"Día 3 de agosto";"6,28"
"2011";"Día 4 de agosto";"6,32"
"2011";"Día 5 de agosto";"6,08"
"2011";"Día 8 de agosto";"5,18"
"2011";"Día 9 de agosto";"5,1"
"2011";"Día 10 de agosto";"5,05"
"2011";"Día 11 de agosto";"5,03"
"2011";"Día 12 de agosto";"5,01"
"2011";"Día 15 de agosto";"5,01"
"2011";"Día 16 de agosto";"5"
"2011";"Día 17 de agosto";"4,96"
"2011";"Día 18 de agosto";"4,99"
"2011";"Día 19 de agosto";"4,99"
"2011";"Día 22 de agosto";"4,98"
"2011";"Día 23 de agosto";"5"
"2011";"Día 24 de agosto";"5,01"
"2011";"Día 25 de agosto";"5,02"
"2011";"Día 26 de agosto";"5,01"
"2011";"Día 29 de agosto";"5,01"
"2011";"Día 30 de agosto";"5,04"
"2011";"Día 31 de agosto";"5,06"
"2011";"Día 1 de septiembre";"5,06"
"2011";"Día 2 de septiembre";"5,13"
"2011";"Día 5 de septiembre";"5,27"
"2011";"Día 6 de septiembre";"5,2"
"2011";"Día 7 de septiembre";"5,03"
"2011";"Día 8 de septiembre";"5,04"
"2011";"Día 9 de septiembre";"5,17"
"2011";"Día 12 de septiembre";"5,33"
"2011";"Día 13 de septiembre";"5,38"
"2011";"Día 14 de septiembre";"5,39"
"2011";"Día 15 de septiembre";"5,41"
"2011";"Día 16 de septiembre";"5,31"
"2011";"Día 19 de septiembre";"5,37"
"2011";"Día 20 de septiembre";"5,39"
"2011";"Día 21 de septiembre";"5,41"
"2011";"Día 22 de septiembre";"5,3"
"2011";"Día 23 de septiembre";"5,22"
"2011";"Día 26 de septiembre";"5,17"
"2011";"Día 27 de septiembre";"5,07"
"2011";"Día 28 de septiembre";"5,09"
"2011";"Día 29 de septiembre";"5,1"
"2011";"Día 30 de septiembre";"5,14"
"2011";"Día 3 de octubre";"5,12"
"2011";"Día 4 de octubre";"5,11"
"2011";"Día 5 de octubre";"5,09"
"2011";"Día 6 de octubre";"5,01"
"2011";"Día 7 de octubre";"5"
"2011";"Día 10 de octubre";"5"
"2011";"Día 11 de octubre";"5,03"
"2011";"Día 12 de octubre";"5,11"
"2011";"Día 13 de octubre";"5,21"
"2011";"Día 14 de octubre";"5,25"
"2011";"Día 17 de octubre";"5,32"
"2011";"Día 18 de octubre";"5,36"
"2011";"Día 19 de octubre";"5,4"
"2011";"Día 20 de octubre";"5,53"
"2011";"Día 21 de octubre";"5,47"
"2011";"Día 24 de octubre";"5,54"
"2011";"Día 25 de octubre";"5,51"
"2011";"Día 26 de octubre";"5,5"
"2011";"Día 27 de octubre";"5,33"
"2011";"Día 28 de octubre";"5,51"
"2011";"Día 31 de octubre";"5,55"
"2011";"Día 1 de noviembre";"5,54"
"2011";"Día 2 de noviembre";"5,46"
"2011";"Día 3 de noviembre";"5,5"
"2011";"Día 4 de noviembre";"5,59"
"2011";"Día 7 de noviembre";"5,63"
"2011";"Día 8 de noviembre";"5,63"
"2011";"Día 9 de noviembre";"5,85"
"2011";"Día 10 de noviembre";"5,86"
"2011";"Día 11 de noviembre";"5,87"
"2011";"Día 14 de noviembre";"6,12"
"2011";"Día 15 de noviembre";"6,36"
"2011";"Día 16 de noviembre";"6,43"
"2011";"Día 17 de noviembre";"6,53"
"2011";"Día 18 de noviembre";"6,4"
"2011";"Día 21 de noviembre";"6,57"
"2011";"Día 22 de noviembre";"6,64"
"2011";"Día 23 de noviembre";"6,65"
"2011";"Día 24 de noviembre";"6,67"
"2011";"Día 25 de noviembre";"6,73"
"2011";"Día 28 de noviembre";"6,58"
"2011";"Día 29 de noviembre";"6,45"
"2011";"Día 30 de noviembre";"6,27"
"2011";"Día 1 de diciembre";"5,74"
"2011";"Día 2 de diciembre";"5,62"
"2011";"Día 5 de diciembre";"5,17"
"2011";"Día 6 de diciembre";"5,18"
"2011";"Día 7 de diciembre";"5,47"
"2011";"Día 8 de diciembre";"5,81"
"2011";"Día 9 de diciembre";"5,77"
"2011";"Día 12 de diciembre";"5,79"
"2011";"Día 13 de diciembre";"5,75"
"2011";"Día 14 de diciembre";"5,72"
"2011";"Día 15 de diciembre";"5,47"
"2011";"Día 16 de diciembre";"5,32"
"2011";"Día 19 de diciembre";"5,23"
"2011";"Día 20 de diciembre";"5,12"
"2011";"Día 21 de diciembre";"5,3"
"2011";"Día 22 de diciembre";"5,42"
"2011";"Día 23 de diciembre";"5,37"
"2011";"Día 27 de diciembre";"5,34"
"2011";"Día 28 de diciembre";"5,18"
"2011";"Día 29 de diciembre";"5,17"
"2011";"Día 30 de diciembre";"5,09"
"2012";"Día 2 de enero";"5,13"
"2012";"Día 3 de enero";"5,3"
"2012";"Día 4 de enero";"5,46"
"2012";"Día 5 de enero";"5,64"
"2012";"Día 6 de enero";"5,75"
"2012";"Día 9 de enero";"5,59"
"2012";"Día 10 de enero";"5,5"
"2012";"Día 11 de enero";"5,35"
"2012";"Día 12 de enero";"5,16"
"2012";"Día 13 de enero";"5,22"
"2012";"Día 16 de enero";"5,18"
"2012";"Día 17 de enero";"5,13"
"2012";"Día 18 de enero";"5,16"
"2012";"Día 19 de enero";"5,24"
"2012";"Día 20 de enero";"5,84"
"2012";"Día 23 de enero";"5,79"
"2012";"Día 24 de enero";"5,79"
"2012";"Día 25 de enero";"5,72"
"2012";"Día 26 de enero";"5,55"
"2012";"Día 27 de enero";"5"
"2012";"Día 30 de enero";"5,08"
"2012";"Día 31 de enero";"5,02"
"2012";"Día 1 de febrero";"4,91"
"2012";"Día 2 de febrero";"4,99"
"2012";"Día 3 de febrero";"5,07"
"2012";"Día 6 de febrero";"5,02"
"2012";"Día 7 de febrero";"5,09"
"2012";"Día 8 de febrero";"5,24"
"2012";"Día 9 de febrero";"5,21"
"2012";"Día 10 de febrero";"5,33"
"2012";"Día 13 de febrero";"5,29"
"2012";"Día 14 de febrero";"5,32"
"2012";"Día 15 de febrero";"5,46"
"2012";"Día 16 de febrero";"5,35"
"2012";"Día 17 de febrero";"5,29"
"2012";"Día 20 de febrero";"5,19"
"2012";"Día 21 de febrero";"5,15"
"2012";"Día 22 de febrero";"5,09"
"2012";"Día 23 de febrero";"5,07"
"2012";"Día 24 de febrero";"5,05"
"2012";"Día 27 de febrero";"5,04"
"2012";"Día 28 de febrero";"5,04"
"2012";"Día 29 de febrero";"4,99"
"2012";"Día 1 de marzo";"4,89"
"2012";"Día 2 de marzo";"4,93"
"2012";"Día 5 de marzo";"4,98"
"2012";"Día 6 de marzo";"5,18"
"2012";"Día 7 de marzo";"5,09"
"2012";"Día 8 de marzo";"5,07"
"2012";"Día 9 de marzo";"5,01"
"2012";"Día 12 de marzo";"5,05"
"2012";"Día 13 de marzo";"5,14"
"2012";"Día 14 de marzo";"5,17"
"2012";"Día 15 de marzo";"5,19"
"2012";"Día 16 de marzo";"5,21"
"2012";"Día 19 de marzo";"5,21"
"2012";"Día 20 de marzo";"5,24"
"2012";"Día 21 de marzo";"5,4"
"2012";"Día 22 de marzo";"5,51"
"2012";"Día 23 de marzo";"5,38"
"2012";"Día 26 de marzo";"5,33"
